Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000698,Male,Yes,2,Graduate,No,9839,0,469,180,1,Semiurban,0
LP000699,Male,No,0,Graduate,No,2532,4000,517,120,1,Urban,0
LP000700,Male,Yes,1,Graduate,No,2811,3000,68,180,1,Semiurban,0
LP000701,Male,Yes,2,Not Graduate,No,10079,2000,414,180,0,Semiurban,1
LP000702,Male,Yes,3+,Graduate,No,4621,2000,349,180,1,Rural,0
LP000703,Male,Yes,0,Graduate,Yes,3373,2000,56,240,1,Urban,1
LP000704,Male,Yes,2,Graduate,No,13280,4000,477,120,1,Urban,0
LP000705,Female,Yes,3+,Not Graduate,No,10607,2000,166,360,0,Rural,0
LP000706,Male,Yes,2,Graduate,No,11570,0,629,180,0,Semiurban,0
LP000707,Female,Yes,2,Graduate,No,8281,2000,556,120,1,Urban,1
LP000708,Male,Yes,2,Graduate,No,5248,3000,595,480,1,Rural,0
LP000709,Male,No,0,Graduate,Yes,1777,0,374,180,1,Rural,0
LP000710,Male,No,3+,Graduate,No,11669,2000,104,180,1,Urban,1
LP000711,Male,No,1,Graduate,Yes,3359,2000,91,360,1,Rural,1
LP000712,Male,No,0,Graduate,No,12728,1000,346,240,1,Semiurban,1
LP000713,Male,Yes,0,Graduate,No,13063,4000,280,240,1,Rural,1
LP000714,Male,Yes,0,Graduate,No,7429,0,502,180,1,Semiurban,0
LP000715,Female,Yes,1,Graduate,No,8292,1000,443,120,1,Semiurban,0
LP000716,Female,Yes,3+,Graduate,Yes,6213,3000,571,480,1,Urban,0
LP000717,Female,No,3+,Not Graduate,No,11874,4000,407,480,0,Rural,0
LP000718,Male,Yes,3+,Not Graduate,Yes,6175,0,493,120,1,Semiurban,1
LP000719,Male,No,2,Graduate,No,2670,2000,177,180,1,Semiurban,0
LP000720,Female,Yes,2,Not Graduate,No,10181,0,454,480,1,Rural,0
LP000721,Male,No,2,Not Graduate,No,12217,2000,441,240,0,Semiurban,1
LP000722,Male,Yes,1,Not Graduate,No,10874,4000,242,120,1,Rural,1
LP000723,Male,Yes,2,Graduate,Yes,14171,2000,653,360,1,Urban,0
LP000724,Male,Yes,1,Graduate,No,13950,3000,127,180,1,Semiurban,1
LP000725,Female,Yes,3+,Graduate,No,12180,2000,134,120,1,Semiurban,1
LP000726,Male,Yes,2,Graduate,No,11568,3000,79,480,1,Rural,1
LP000727,Male,Yes,2,Graduate,No,6808,4000,98,180,1,Rural,1
LP000728,Male,No,0,Graduate,No,3962,4000,194,240,1,Rural,1
LP000729,Male,Yes,1,Graduate,No,11322,0,118,180,1,Rural,0
LP000730,Male,Yes,3+,Graduate,No,14992,3000,107,180,1,Semiurban,1
LP000731,Female,Yes,0,Graduate,No,1787,3000,623,240,1,Urban,0
LP000732,Male,No,0,Graduate,No,7453,1000,528,240,1,Urban,0
LP000733,Male,Yes,3+,Not Graduate,No,5782,1000,494,180,1,Urban,0
LP000734,Male,Yes,0,Not Graduate,No,3407,1000,345,240,1,Urban,1
LP000735,Female,Yes,1,Not Graduate,Yes,2661,2000,220,120,1,Rural,0
LP000736,Male,Yes,1,Not Graduate,No,1629,1000,624,240,1,Semiurban,0
LP000737,Female,No,2,Graduate,No,7837,3000,196,240,1,Semiurban,1
LP000738,Male,Yes,0,Not Graduate,No,3863,2000,533,180,1,Semiurban,0
LP000739,Male,Yes,2,Graduate,Yes,9651,4000,355,120,1,Rural,1
LP000740,Male,No,0,Graduate,No,7483,0,658,360,1,Semiurban,0
LP000741,Male,Yes,1,Graduate,No,1643,1000,495,360,1,Rural,1
LP000742,Male,Yes,1,Graduate,No,9707,4000,270,480,0,Semiurban,0
LP000743,Male,Yes,1,Graduate,No,8969,3000,604,240,1,Urban,1
LP000744,Male,No,0,Graduate,No,1744,0,427,240,1,Rural,0
LP000745,Female,Yes,1,Not Graduate,No,2426,4000,669,120,1,Semiurban,0
LP000746,Male,No,0,Graduate,Yes,4678,0,315,360,1,Urban,1
LP000747,Male,Yes,2,Graduate,No,3676,1000,144,480,1,Urban,1
LP000748,Female,Yes,0,Not Graduate,No,6502,3000,311,120,0,Urban,0
LP000749,Male,Yes,2,Graduate,No,2386,0,120,240,1,Rural,0
LP000750,Male,No,0,Graduate,No,10032,4000,268,360,1,Rural,1
LP000751,Female,Yes,2,Graduate,Yes,11743,1000,582,480,1,Semiurban,0
LP000752,Male,No,1,Graduate,No,4898,1000,141,180,1,Urban,1
LP000753,Male,No,2,Graduate,No,13642,4000,176,360,0,Semiurban,0
LP000754,Male,Yes,1,Not Graduate,No,9997,4000,129,480,1,Semiurban,1
LP000755,Male,Yes,1,Graduate,No,10599,0,287,120,1,Urban,1
LP000756,Male,Yes,2,Graduate,No,4154,2000,421,180,1,Semiurban,0
LP000757,Male,Yes,0,Not Graduate,No,13484,1000,535,480,0,Rural,0
LP000758,Female,No,0,Graduate,Yes,8892,0,74,480,1,Semiurban,0
LP000759,Male,No,3+,Graduate,No,13734,4000,205,240,0,Urban,0
LP000760,Male,Yes,0,Graduate,No,2871,0,566,360,1,Rural,0
LP000761,Male,Yes,3+,Graduate,No,8635,4000,681,240,1,Rural,1
LP000762,Male,No,0,Graduate,Yes,1820,3000,579,180,1,Semiurban,0
LP000763,Male,Yes,0,Graduate,No,6154,4000,106,480,1,Semiurban,1
LP000764,Male,No,1,Graduate,No,13751,4000,654,240,1,Rural,0
LP000765,Male,Yes,3+,Not Graduate,No,6800,4000,68,360,1,Semiurban,1
LP000766,Male,No,0,Graduate,No,8261,2000,433,180,1,Urban,0
LP000767,Female,Yes,3+,Graduate,No,8354,4000,242,120,1,Semiurban,1
LP000768,Male,Yes,1,Graduate,No,7005,1000,286,240,1,Semiurban,1
LP000769,Female,Yes,1,Graduate,No,10823,1000,436,180,0,Rural,1
LP000770,Male,Yes,3+,Graduate,No,12270,0,475,120,1,Semiurban,1
LP000771,Female,Yes,1,Graduate,No,8053,2000,326,240,1,Semiurban,1
LP000772,Male,No,2,Not Graduate,No,5542,0,276,180,1,Semiurban,0
LP000773,Male,No,2,Graduate,No,13059,1000,601,180,0,Urban,0
LP000774,Male,Yes,1,Graduate,No,10509,1000,372,240,1,Semiurban,1
LP000775,Male,Yes,2,Graduate,No,14982,3000,202,180,1,Urban,1
LP000776,Male,Yes,0,Graduate,No,8998,4000,688,480,1,Urban,0
LP000777,Male,Yes,3+,Graduate,No,8136,1000,286,240,1,Urban,1
LP000778,Male,Yes,0,Graduate,No,8862,0,104,180,1,Urban,1
LP000779,Male,Yes,3+,Graduate,No,1511,0,485,120,0,Rural,0
LP000780,Male,Yes,1,Graduate,No,1694,4000,158,120,1,Urban,0
LP000781,Male,Yes,0,Not Graduate,No,4037,4000,233,480,1,Semiurban,1
LP000782,Male,Yes,1,Not Graduate,No,4342,3000,417,240,1,Urban,1
LP000783,Male,Yes,1,Not Graduate,No,3729,2000,247,180,1,Semiurban,1
LP000784,Male,No,3+,Not Graduate,No,4509,0,420,180,1,Urban,0
LP000785,Female,Yes,3+,Graduate,No,9484,4000,422,120,0,Rural,1
LP000786,Male,No,3+,Not Graduate,No,14443,0,546,480,0,Urban,1
LP000787,Male,Yes,0,Graduate,No,3577,4000,648,120,1,Urban,0
LP000788,Male,Yes,2,Not Graduate,Yes,9345,1000,250,120,1,Rural,1
LP000789,Female,No,3+,Not Graduate,No,5367,0,558,480,1,Urban,0
LP000790,Male,No,3+,Graduate,No,14907,1000,371,240,1,Semiurban,1
LP000791,Male,No,0,Not Graduate,No,6373,0,324,180,1,Urban,0
LP000792,Male,Yes,3+,Graduate,No,10135,2000,260,240,1,Urban,1
LP000793,Male,Yes,0,Graduate,No,1797,3000,553,360,1,Urban,0
LP000794,Male,No,1,Graduate,No,14595,1000,167,360,1,Rural,1
LP000795,Female,Yes,3+,Graduate,No,7356,4000,603,360,1,Urban,0
LP000796,Female,Yes,3+,Graduate,No,10536,2000,91,480,1,Urban,1
LP000797,Male,Yes,1,Graduate,No,2515,0,364,120,1,Semiurban,0
LP000798,Male,Yes,1,Not Graduate,No,2884,1000,378,240,1,Urban,0
LP000799,Female,No,1,Graduate,No,11089,0,66,180,1,Urban,1
